sample	Extraction#	Specimen	Species	Feature_name	OTU	abundance	run	barcode	database	Broad.group	Phylum	Class	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	R1	pR1	R2	pR2	R3	pR3	R4	pR4	R5	pR5	R6	pR6	R7	pR7	R8	pR8	R9	pR9	R10	pR10	R11	pR11	R12	pR12	R13	pR13	R14	pR14	R15	pR15	R16	pR16	R17	pR17	R18	pR18	R19	pR19	R20	pR20
241Lensi	241	D1242-SS12	Lensia conoidea	2c2c86b89da25d56756752ff40222b70	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Maxillopoda_Copepoda_Calanoida	76	RUN3	179	GenBank	Copepod	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida								Eukaryota	90.62	Metazoa	72.52	Ecdysozoa	72.52	Arthropoda	72.52	Crustacea	72.52	Maxillopoda	72.52	Copepoda	72.52	Calanoida	72.52	Scolecitrichidae	54.42	Scolecithricella	18.22	Scolecithricella longispinosa	18.22																		
241Lensi	241	D1242-SS12	Lensia conoidea	3cfc325f0b2ce3435c69ce6f08be505c	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Maxillopoda_Copepoda_Calanoida_Clausocalanidae_Clausocalanus_Clausocalanus furcatus	41	RUN3	179	GenBank	Copepod													Eukaryota	91.78	environmental samples	91.78	uncultured eukaryote	91.78																																		
241Lensi	241	D1242-SS12	Lensia conoidea	8d80c1d4c0158676b369922c6ce45a4b	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Maxillopoda_Copepoda_Calanoida_Eucalanidae	311	RUN3	272	GenBank	Copepod													Eukaryota	91.58	environmental samples	91.58	uncultured eukaryote	91.58																																		
243Apole	243	D1242-D2	Apolemia rubriversa	d24d6c79da55f45536948f099a4bdbeb	Eukaryota_Metazoa_Chordata_Tunicata_Thaliacea_Salpida_Salpidae	24	RUN3	166	SILVA	Salp	Chordata	Tunicata	Thaliacea	Salpida	Salpidae								Eukaryota	91.39	Metazoa	91.39	Chordata	91.39	Tunicata	91.39	Thaliacea	91.39	Salpida	91.39	Salpidae	91.39	Thetys	18.31	Thetys vagina	18.31																						
243Apole	243	D1242-D2	Apolemia rubriversa	f24759332d1625035e67d4009ff9081c	Eukaryota_Metazoa_Chordata_Tunicata_Thaliacea_Salpida_Salpidae	18	RUN3	166	SILVA	Salp	Chordata	Tunicata	Thaliacea	Salpida	Salpidae								Eukaryota	91.62	Metazoa	91.62	Chordata	91.62	Tunicata	91.62	Thaliacea	91.62	Salpida	91.62	Salpidae	91.62	Thetys	18.36	Thetys vagina	18.36																						
243Apole	243	D1242-D2	Apolemia rubriversa	d24d6c79da55f45536948f099a4bdbeb	Eukaryota_Metazoa_Chordata_Tunicata_Thaliacea_Salpida_Salpidae	24	RUN3	166	GenBank	Salp	Chordata	Tunicata	Thaliacea	Salpida	Salpidae								Eukaryota	91.39	Metazoa	91.39	Chordata	91.39	Tunicata	91.39	Thaliacea	91.39	Salpida	91.39	Salpidae	91.39	Thetys	18.31	Thetys vagina	18.31																						
243Apole	243	D1242-D2	Apolemia rubriversa	f24759332d1625035e67d4009ff9081c	Eukaryota_Metazoa_Chordata_Tunicata_Thaliacea_Salpida_Salpidae	18	RUN3	166	GenBank	Salp	Chordata	Tunicata	Thaliacea	Salpida	Salpidae								Eukaryota	91.62	Metazoa	91.62	Chordata	91.62	Tunicata	91.62	Thaliacea	91.62	Salpida	91.62	Salpidae	91.62	Thetys	18.36	Thetys vagina	18.36																						
243Apole	243	D1242-D2	Apolemia rubriversa	27895abcbf63a37e594a213d846ed88d	Eukaryota_Metazoa_Chordata_Tunicata_Thaliacea_Salpida_Salpidae	73	RUN3	272	SILVA	Salp	Chordata	Tunicata	Thaliacea	Salpida	Salpidae								Eukaryota	92.13	Metazoa	92.13	Chordata	92.13	Tunicata	92.13	Thaliacea	92.13	Salpida	92.13	Salpidae	92.13	Cyclosalpa	37.05	Cyclosalpa affinis	18.52																						
243Apole	243	D1242-D2	Apolemia rubriversa	54a2bee6b8b0eb3aeb7802d859c5664e	Eukaryota_Metazoa_Chordata_Tunicata_Thaliacea_Salpida_Salpidae	70	RUN3	272	SILVA	Salp	Chordata	Tunicata	Thaliacea	Salpida	Salpidae								Eukaryota	92.13	Metazoa	92.13	Chordata	92.13	Tunicata	92.13	Thaliacea	92.13	Salpida	92.13	Salpidae	92.13	Cyclosalpa	37.05	Cyclosalpa affinis	18.52																						
243Apole	243	D1242-D2	Apolemia rubriversa	27895abcbf63a37e594a213d846ed88d	Eukaryota_Metazoa_Chordata_Tunicata_Thaliacea_Salpida_Salpidae	73	RUN3	272	GenBank	Salp	Chordata	Tunicata	Thaliacea	Salpida	Salpidae								Eukaryota	92.13	Metazoa	92.13	Chordata	92.13	Tunicata	92.13	Thaliacea	92.13	Salpida	92.13	Salpidae	92.13	Cyclosalpa	37.05	Cyclosalpa affinis	18.52																						
243Apole	243	D1242-D2	Apolemia rubriversa	54a2bee6b8b0eb3aeb7802d859c5664e	Eukaryota_Metazoa_Chordata_Tunicata_Thaliacea_Salpida_Salpidae	70	RUN3	272	GenBank	Salp	Chordata	Tunicata	Thaliacea	Salpida	Salpidae								Eukaryota	92.13	Metazoa	92.13	Chordata	92.13	Tunicata	92.13	Thaliacea	92.13	Salpida	92.13	Salpidae	92.13	Cyclosalpa	37.05	Cyclosalpa affinis	18.52																						
245Diphy	245	D1244-BW1	Diphyes dispar	d570a2d989de11a988563f4a53fe7bf3	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Maxillopoda_Copepoda_Calanoida	6	RUN3	166	SILVA	Copepod	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida								Eukaryota	86.36	Metazoa	86.36	Ecdysozoa	86.36	Arthropoda	86.36	Crustacea	86.36	Maxillopoda	86.36	Copepoda	86.36	Calanoida	86.36	Acartiidae	34.38	Acartia	21.59	Acartia tonsa(0)																			
245Diphy	245	D1244-BW1	Diphyes dispar	d570a2d989de11a988563f4a53fe7bf3	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Maxillopoda_Copepoda_Calanoida	6	RUN3	166	GenBank	Copepod	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida								Eukaryota	86.36	Metazoa	86.36	Ecdysozoa	86.36	Arthropoda	86.36	Crustacea	86.36	Maxillopoda	86.36	Copepoda	86.36	Calanoida	86.36	Acartiidae	34.38	Acartia	21.59	Acartia tonsa(0)																			
245Diphy	245	D1244-BW1	Diphyes dispar	2c2c86b89da25d56756752ff40222b70	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Maxillopoda_Copepoda_Calanoida	8	RUN3	179	SILVA	Copepod	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida								Eukaryota	90.62	Metazoa	72.52	Ecdysozoa	72.52	Arthropoda	72.52	Crustacea	72.52	Maxillopoda	72.52	Copepoda	72.52	Calanoida	72.52	Scolecitrichidae	54.42	Scolecithricella	18.22	Scolecithricella longispinosa	18.22																		
245Diphy	245	D1244-BW1	Diphyes dispar	2c2c86b89da25d56756752ff40222b70	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Maxillopoda_Copepoda_Calanoida	8	RUN3	179	GenBank	Copepod	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida								Eukaryota	90.62	Metazoa	72.52	Ecdysozoa	72.52	Arthropoda	72.52	Crustacea	72.52	Maxillopoda	72.52	Copepoda	72.52	Calanoida	72.52	Scolecitrichidae	54.42	Scolecithricella	18.22	Scolecithricella longispinosa	18.22																		
245Diphy	245	D1244-BW1	Diphyes dispar	8d80c1d4c0158676b369922c6ce45a4b	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Maxillopoda_Copepoda_Calanoida_Eucalanidae	85	RUN3	272	GenBank	Copepod													Eukaryota	91.58	environmental samples	91.58	uncultured eukaryote	91.58																																		
25_Physo	25	D1019-D5	Undescribed physonect L	aa3e1a294eea9942067ef28480dba999	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_Neoteleostei_Acanthomorphata	8	RUN0	134	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei	Neoteleostei	Acanthomorphata				Eukaryota	91.17	Metazoa	91.17	Chordata	91.17	Craniata	91.17	Vertebrata	91.17	Euteleostomi	91.17	Actinopterygii	91.17	Neopterygii	91.17	Teleostei	91.17	Neoteleostei	91.17	Acanthomorphata	91.17	Pelagiaria	18.29	Scombriformes	18.29	Scombridae	18.29	Auxis	18.29	Auxis rochei	18.29								
25_Physo	25	D1019-D5	Undescribed physonect L	aa3e1a294eea9942067ef28480dba999	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	8	RUN0	134	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei	Neoteleostei	Acanthomorphata				Eukaryota	91.17	Metazoa	91.17	Chordata	91.17	Craniata	91.17	Vertebrata	91.17	Euteleostomi	91.17	Actinopterygii	91.17	Neopterygii	91.17	Teleostei	91.17	Neoteleostei	91.17	Acanthomorphata	91.17	Pelagiaria	18.29	Scombriformes	18.29	Scombridae	18.29	Auxis	18.29	Auxis rochei	18.29								
25_Physo	25	D1019-D5	Undescribed physonect L	6900004afd4df7a6635d6438e9ceea15	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	6	RUN0	166	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.39	Metazoa	91.39	Chordata	91.39	Craniata	91.39	Vertebrata	91.39	Euteleostomi	73.11	Actinopterygii	73.11	Neopterygii	73.11	Teleostei	73.11	Neoteleostei	18.27	Acanthomorphata	18.27	Ovalentaria	18.27	Mugilomorphae	18.27	Mugilidae	18.27	Liza	18.27	Liza ramado 	18.27								
25_Physo	25	D1019-D5	Undescribed physonect L	cb09b5c81ac7c6856f1385f80438df05	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	12	RUN0	166	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.39	Metazoa	91.39	Chordata	91.39	Craniata	91.39	Vertebrata	91.39	Euteleostomi	73.11	Actinopterygii	73.11	Neopterygii	73.11	Teleostei	73.11	Neoteleostei	18.27	Acanthomorphata	18.27	Ovalentaria	18.27	Mugilomorphae	18.27	Mugilidae	18.27	Liza	18.27	Liza ramado 	18.27								
25_Physo	25	D1019-D5	Undescribed physonect L	6900004afd4df7a6635d6438e9ceea15	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	6	RUN0	166	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.39	Metazoa	91.39	Chordata	91.39	Craniata	91.39	Vertebrata	91.39	Euteleostomi	73.11	Actinopterygii	73.11	Neopterygii	73.11	Teleostei	73.11	Neoteleostei	18.27	Acanthomorphata	18.27	Ovalentaria	18.27	Mugilomorphae	18.27	Mugilidae	18.27	Liza	18.27	Liza ramado 	18.27								
25_Physo	25	D1019-D5	Undescribed physonect L	cb09b5c81ac7c6856f1385f80438df05	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	12	RUN0	166	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.39	Metazoa	91.39	Chordata	91.39	Craniata	91.39	Vertebrata	91.39	Euteleostomi	73.11	Actinopterygii	73.11	Neopterygii	73.11	Teleostei	73.11	Neoteleostei	18.27	Acanthomorphata	18.27	Ovalentaria	18.27	Mugilomorphae	18.27	Mugilidae	18.27	Liza	18.27	Liza ramado 	18.27								
25_Physo	25	D1019-D5	Undescribed physonect L	1b321ab42977555af627be61b99e0fce	Eukaryota_Metazoa_Cnidaria_Hydrozoa	52	RUN0	261	SILVA	Contamination	Cnidaria	Hydrozoa											Eukaryota	89.79	Metazoa	71.87	Cnidaria	71.87	Hydrozoa	71.87	Trachylinae	18.01	Narcomedusae	18.01	Cuninidae	18.01	Solmissus	18.01	Solmissus marshalli	18.01																						
25_Physo	25	D1019-D5	Undescribed physonect L	d6584673045bd8fe7c37d96ebf40217e	Eukaryota_Metazoa_Cnidaria_Hydrozoa	30	RUN0	261	SILVA	Contamination	Cnidaria	Hydrozoa											Eukaryota	89.79	Metazoa	71.87	Cnidaria	71.87	Hydrozoa	71.87	Trachylinae	18.01	Narcomedusae	18.01	Cuninidae	18.01	Solmissus	18.01	Solmissus marshalli	18.01																						
25_Physo	25	D1019-D5	Undescribed physonect L	1b321ab42977555af627be61b99e0fce	Eukaryota_Metazoa_Cnidaria_Hydrozoa	52	RUN0	261	GenBank	Contamination	Cnidaria	Hydrozoa											Eukaryota	89.79	Metazoa	71.87	Cnidaria	71.87	Hydrozoa	71.87	Trachylinae	18.01	Narcomedusae	18.01	Cuninidae	18.01	Solmissus	18.01	Solmissus marshalli	18.01																						
25_Physo	25	D1019-D5	Undescribed physonect L	d6584673045bd8fe7c37d96ebf40217e	Eukaryota_Metazoa_Cnidaria_Hydrozoa	30	RUN0	261	GenBank	Contamination	Cnidaria	Hydrozoa											Eukaryota	89.79	Metazoa	71.87	Cnidaria	71.87	Hydrozoa	71.87	Trachylinae	18.01	Narcomedusae	18.01	Cuninidae	18.01	Solmissus	18.01	Solmissus marshalli	18.01																						
25_Physo	25	D1019-D5	Undescribed physonect L	d688d3cc31dcf5eb5c14993ee48fb9d9	Eukaryota_Metazoa_Chaetognatha_Sagittoidea_Aphragmophora_Ctenodontina_Sagittidae	2	RUN0	134	SILVA	Chaetognath	Chaetognatha	Sagittoidea	Aphragmophora	Ctenodontina	Sagittidae								Eukaryota	89.97	Metazoa	89.97	Chaetognatha	89.97	Sagittoidea	89.97	Aphragmophora	72.32	Ctenodontina	72.32	Sagittidae	72.32	Decipisagitta	18.06	Decipisagitta decipiens	18.06																						
25_Physo	25	D1019-D5	Undescribed physonect L	ff6537332d867e1bedb54906947a9c2e	Eukaryota_Metazoa_Chaetognatha_Sagittoidea_Aphragmophora_Ctenodontina_Sagittidae	2	RUN0	134	SILVA	Chaetognath	Chaetognatha	Sagittoidea	Aphragmophora	Ctenodontina	Sagittidae								Eukaryota	89.97	Metazoa	89.97	Chaetognatha	89.97	Sagittoidea	89.97	Aphragmophora	72.32	Ctenodontina	72.32	Sagittidae	72.32	Decipisagitta	18.06	Decipisagitta decipiens	18.06																						
25_Physo	25	D1019-D5	Undescribed physonect L	d688d3cc31dcf5eb5c14993ee48fb9d9	Eukaryota_Metazoa_Chaetognatha_Sagittoidea	2	RUN0	134	GenBank	Chaetognath	Chaetognatha	Sagittoidea	Aphragmophora	Ctenodontina	Sagittidae								Eukaryota	89.97	Metazoa	89.97	Chaetognatha	89.97	Sagittoidea	89.97	Aphragmophora	72.32	Ctenodontina	72.32	Sagittidae	72.32	Decipisagitta	18.06	Decipisagitta decipiens	18.06																						
25_Physo	25	D1019-D5	Undescribed physonect L	ff6537332d867e1bedb54906947a9c2e	Eukaryota_Metazoa_Chaetognatha_Sagittoidea	2	RUN0	134	GenBank	Chaetognath	Chaetognatha	Sagittoidea	Aphragmophora	Ctenodontina	Sagittidae								Eukaryota	89.97	Metazoa	89.97	Chaetognatha	89.97	Sagittoidea	89.97	Aphragmophora	72.32	Ctenodontina	72.32	Sagittidae	72.32	Decipisagitta	18.06	Decipisagitta decipiens	18.06																						
25_Physo	25	D1019-D5	Undescribed physonect L	dc627d6a0634213573e725f04b50bc9c	Eukaryota_Metazoa_Chordata_Tunicata_Ascidiacea_Enterogona	8	RUN0	134	SILVA	Contamination	Chordata	Tunicata	Ascidiacea	Enterogona									Eukaryota	87.92	Metazoa	87.92	Chordata	87.92	Tunicata	87.92	Ascidiacea	87.92	Enterogona	87.92	Aplousobranchia	17.72	Pycnoclavellidae	17.72	Pycnoclavella	17.72	Pycnoclavella aff. detorta TG-2008	17.72																				
25_Physo	25	D1019-D5	Undescribed physonect L	404109c78aafc76063b85fcd0f94d20d	Eukaryota_Metazoa_Chordata_Tunicata_Ascidiacea_Enterogona	2	RUN0	134	SILVA	Contamination	Chordata	Tunicata	Ascidiacea	Enterogona									Eukaryota	87.92	Metazoa	87.92	Chordata	87.92	Tunicata	87.92	Ascidiacea	87.92	Enterogona	87.92	Aplousobranchia	17.72	Pycnoclavellidae	17.72	Pycnoclavella	17.72	Pycnoclavella aff. detorta TG-2008	17.72																				
25_Physo	25	D1019-D5	Undescribed physonect L	dc627d6a0634213573e725f04b50bc9c	Eukaryota_Metazoa_Chordata_Tunicata_Ascidiacea_Enterogona	8	RUN0	134	GenBank	Contamination	Chordata	Tunicata	Ascidiacea	Enterogona									Eukaryota	87.92	Metazoa	87.92	Chordata	87.92	Tunicata	87.92	Ascidiacea	87.92	Enterogona	87.92	Aplousobranchia	17.72	Pycnoclavellidae	17.72	Pycnoclavella	17.72	Pycnoclavella aff. detorta TG-2008	17.72																				
25_Physo	25	D1019-D5	Undescribed physonect L	404109c78aafc76063b85fcd0f94d20d	Eukaryota_Metazoa_Chordata_Tunicata_Ascidiacea_Enterogona	2	RUN0	134	GenBank	Contamination	Chordata	Tunicata	Ascidiacea	Enterogona									Eukaryota	87.92	Metazoa	87.92	Chordata	87.92	Tunicata	87.92	Ascidiacea	87.92	Enterogona	87.92	Aplousobranchia	17.72	Pycnoclavellidae	17.72	Pycnoclavella	17.72	Pycnoclavella aff. detorta TG-2008	17.72																				
25_Physo	25	D1019-D5	Undescribed physonect L	587ba50b3b2b042ae09f160f7a8d262d	Eukaryota_Metazoa_Ctenophora_Typhlocoela_Cydippida	312	RUN0	166	SILVA	Ctenophore	Ctenophora	Typhlocoela	Cydippida										Eukaryota	90.30	Metazoa	90.30	Ctenophora	90.30	Typhlocoela	90.30	Cydippida	90.30	Mertensiidae	54.17	Undescribed mertensiid sp. 2	18.27																										
25_Physo	25	D1019-D5	Undescribed physonect L	631c93afdce1afebc90a8f55b040ce3a	Eukaryota_Metazoa_Ctenophora_Typhlocoela_Cydippida	186	RUN0	166	SILVA	Ctenophore	Ctenophora	Typhlocoela	Cydippida										Eukaryota	90.30	Metazoa	90.30	Ctenophora	90.30	Typhlocoela	90.30	Cydippida	90.30	Mertensiidae	54.17	Undescribed mertensiid sp. 2	18.27																										
25_Physo	25	D1019-D5	Undescribed physonect L	587ba50b3b2b042ae09f160f7a8d262d	Eukaryota_Metazoa_Ctenophora	312	RUN0	166	GenBank	Ctenophore	Ctenophora	Typhlocoela	Cydippida										Eukaryota	90.30	Metazoa	90.30	Ctenophora	90.30	Typhlocoela	90.30	Cydippida	90.30	Mertensiidae	54.17	Undescribed mertensiid sp. 2	18.27																										
25_Physo	25	D1019-D5	Undescribed physonect L	631c93afdce1afebc90a8f55b040ce3a	Eukaryota_Metazoa_Ctenophora	186	RUN0	166	GenBank	Ctenophore	Ctenophora	Typhlocoela	Cydippida										Eukaryota	90.30	Metazoa	90.30	Ctenophora	90.30	Typhlocoela	90.30	Cydippida	90.30	Mertensiidae	54.17	Undescribed mertensiid sp. 2	18.27																										
25_Physo	25	D1019-D5	Undescribed physonect L	002a5711b98dc9ff62dedf318207c607	Eukaryota_Metazoa_Ctenophora_Typhlocoela_Cydippida	142	RUN0	179	SILVA	Ctenophore	Ctenophora	Typhlocoela	Cydippida										Eukaryota	90.41	Metazoa	72.61	Ctenophora	72.61	Typhlocoela	72.61	Cydippida	72.61	Euplokamidae	18.31	Euplokamis	18.31	Euplokamis sp. SM-2011a	18.31																								
25_Physo	25	D1019-D5	Undescribed physonect L	9c29a7cd0b837f2bdce54e809f2b7584	Eukaryota_Metazoa_Ctenophora_Typhlocoela_Cydippida	88	RUN0	179	SILVA	Ctenophore	Ctenophora	Typhlocoela	Cydippida										Eukaryota	90.41	Metazoa	72.61	Ctenophora	72.61	Typhlocoela	72.61	Cydippida	72.61	Euplokamidae	18.31	Euplokamis	18.31	Euplokamis sp. SM-2011a	18.31																								
25_Physo	25	D1019-D5	Undescribed physonect L	002a5711b98dc9ff62dedf318207c607	Eukaryota_Metazoa_Ctenophora	142	RUN0	179	GenBank	Ctenophore	Ctenophora	Typhlocoela	Cydippida										Eukaryota	90.41	Metazoa	72.61	Ctenophora	72.61	Typhlocoela	72.61	Cydippida	72.61	Euplokamidae	18.31	Euplokamis	18.31	Euplokamis sp. SM-2011a	18.31																								
25_Physo	25	D1019-D5	Undescribed physonect L	9c29a7cd0b837f2bdce54e809f2b7584	Eukaryota_Metazoa_Ctenophora	88	RUN0	179	GenBank	Ctenophore	Ctenophora	Typhlocoela	Cydippida										Eukaryota	90.41	Metazoa	72.61	Ctenophora	72.61	Typhlocoela	72.61	Cydippida	72.61	Euplokamidae	18.31	Euplokamis	18.31	Euplokamis sp. SM-2011a	18.31																								
25_Physo	25	D1019-D5	Undescribed physonect L	671ba5dcc670f62d553c3ea997b43295	Eukaryota_Metazoa_Ctenophora_Typhlocoela_Cydippida	52	RUN0	261	SILVA	Ctenophore	Ctenophora	Typhlocoela	Cydippida										Eukaryota	91.16	Metazoa	72.90	Ctenophora	72.90	Typhlocoela	72.90	Cydippida	72.90	Euplokamidae	18.37	Euplokamis	18.37	Euplokamis sp. SM-2011a	18.37																								
25_Physo	25	D1019-D5	Undescribed physonect L	d3523bba842874f7ae411639bdf9d18b	Eukaryota_Metazoa_Ctenophora_Typhlocoela_Cydippida	38	RUN0	261	SILVA	Ctenophore	Ctenophora	Typhlocoela	Cydippida										Eukaryota	91.16	Metazoa	72.90	Ctenophora	72.90	Typhlocoela	72.90	Cydippida	72.90	Euplokamidae	18.37	Euplokamis	18.37	Euplokamis sp. SM-2011a	18.37																								
25_Physo	25	D1019-D5	Undescribed physonect L	671ba5dcc670f62d553c3ea997b43295	Eukaryota_Metazoa_Ctenophora	52	RUN0	261	GenBank	Ctenophore	Ctenophora	Typhlocoela	Cydippida										Eukaryota	91.16	Metazoa	72.90	Ctenophora	72.90	Typhlocoela	72.90	Cydippida	72.90	Euplokamidae	18.37	Euplokamis	18.37	Euplokamis sp. SM-2011a	18.37																								
25_Physo	25	D1019-D5	Undescribed physonect L	d3523bba842874f7ae411639bdf9d18b	Eukaryota_Metazoa_Ctenophora	38	RUN0	261	GenBank	Ctenophore	Ctenophora	Typhlocoela	Cydippida										Eukaryota	91.16	Metazoa	72.90	Ctenophora	72.90	Typhlocoela	72.90	Cydippida	72.90	Euplokamidae	18.37	Euplokamis	18.37	Euplokamis sp. SM-2011a	18.37																								
25_Physo	25	D1019-D5	Undescribed physonect L	1e2479398ad6ffd035b77a9e57909b99	Eukaryota_Metazoa_Ctenophora	550	RUN0	134	SILVA	Ctenophore	Ctenophora												Eukaryota	90.17	Metazoa	71.96	Ctenophora	71.96	Typhlocoela	36.40	Cydippida	36.40	Euplokamidae	18.20	Euplokamis	18.20	Euplokamis sp. SM-2011a	18.20																								
25_Physo	25	D1019-D5	Undescribed physonect L	3e05039e5cd3c45456a86d383cc08285	Eukaryota_Metazoa_Ctenophora	538	RUN0	134	SILVA	Ctenophore	Ctenophora												Eukaryota	90.17	Metazoa	71.96	Ctenophora	71.96	Typhlocoela	36.40	Cydippida	36.40	Euplokamidae	18.20	Euplokamis	18.20	Euplokamis sp. SM-2011a	18.20																								
25_Physo	25	D1019-D5	Undescribed physonect L	1e2479398ad6ffd035b77a9e57909b99	Eukaryota_Metazoa_Ctenophora	550	RUN0	134	GenBank	Ctenophore	Ctenophora												Eukaryota	90.17	Metazoa	71.96	Ctenophora	71.96	Typhlocoela	36.40	Cydippida	36.40	Euplokamidae	18.20	Euplokamis	18.20	Euplokamis sp. SM-2011a	18.20																								
25_Physo	25	D1019-D5	Undescribed physonect L	3e05039e5cd3c45456a86d383cc08285	Eukaryota_Metazoa_Ctenophora	538	RUN0	134	GenBank	Ctenophore	Ctenophora												Eukaryota	90.17	Metazoa	71.96	Ctenophora	71.96	Typhlocoela	36.40	Cydippida	36.40	Euplokamidae	18.20	Euplokamis	18.20	Euplokamis sp. SM-2011a	18.20																								
25_Physo	25	D1019-D5	Undescribed physonect L	017d0aa2495cd2bd94a8b49ac7755542	Eukaryota_Metazoa_Chordata_Tunicata_Appendicularia_Oikopleuridae	6	RUN0	134	GenBank	Larvacean													Eukaryota	90.36	Metazoa	36.43	Chordata	18.29	Tunicata	18.29	Appendicularia	18.29	Oikopleuridae	18.29	Megalocercus	18.29	Megalocercus huxleyi	18.29																								
25_Physo	25	D1019-D5	Undescribed physonect L	409cfeee24a7e42a910d1717d3d263ce	Eukaryota_Metazoa_Chordata_Tunicata_Appendicularia_Oikopleuridae	14	RUN0	134	GenBank	Larvacean													Eukaryota	90.36	Metazoa	36.43	Chordata	18.29	Tunicata	18.29	Appendicularia	18.29	Oikopleuridae	18.29	Megalocercus	18.29	Megalocercus huxleyi	18.29																								
25_Physo	25	D1019-D5	Undescribed physonect L	66110381860ff321787b0d8a8acf67e6	Eukaryota_Metazoa_Ecdysozoa_Arthropoda	2	RUN0	179	SILVA	Contamination	Arthropoda												Eukaryota	88.48	Metazoa	88.48	Ecdysozoa	70.27	Arthropoda	70.27	Crustacea	36.55	Branchiopoda	36.55	Anostraca	36.55	Artemiidae	36.55	Artemia	36.55	Artemia salina	30.51																				
25_Physo	25	D1019-D5	Undescribed physonect L	bf183740dadb3007ff9dbe5a59781cd8	Eukaryota_Metazoa_Cnidaria	14	RUN0	179	GenBank	Contamination													Eukaryota	90.91	environmental samples	18.18	uncultured eukaryote	18.18																																		
25_Physo	25	D1019-D5	Undescribed physonect L	66110381860ff321787b0d8a8acf67e6	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Branchiopoda_Anostraca	2	RUN0	179	GenBank	Contamination	Arthropoda												Eukaryota	88.48	Metazoa	88.48	Ecdysozoa	70.27	Arthropoda	70.27	Crustacea	36.55	Branchiopoda	36.55	Anostraca	36.55	Artemiidae	36.55	Artemia	36.55	Artemia salina	30.51																				
250Vogti	250	D1243-SS10	Vogtia serrata	dcb000e1ae6b72f54b3472d0ab6ffd65	Eukaryota_Metazoa_Lophotrochozoa_Mollusca_Bivalvia	157	RUN3	152	GenBank	Bivalve													Eukaryota	87.21	Viridiplantae	16.77	Streptophyta	16.77	Embryophyta	16.77	Tracheophyta	16.77	Spermatophyta	16.77	Magnoliophyta	16.77	eudicotyledons	16.77	Gunneridae	20.97	Pentapetalae(0)	rosids(0)	malvids	16.77	Brassicales	16.77	Brassicaceae	16.77	Brassiceae	16.77	Brassica	16.77	Brassica napus 	16.77								
254Chuni	254	D1244-SS9	Chuniphyes multidentata	b18e194d44b1732d224daf19ba08b69c	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Maxillopoda_Copepoda_Calanoida_Metridinidae_Pleuromamma	24	RUN3	134	GenBank	Copepod													Eukaryota	91.04	Metazoa	36.51	Ecdysozoa	36.51	Arthropoda	36.51	Crustacea	36.51	Maxillopoda	36.51	Copepoda	36.51	Calanoida	36.51	Metridinidae	36.51	Gaussia	18.25	Gaussia princeps 	18.25																		
